State Code,State Name,Month,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
1,Alabama,2018-01,0.8157931526977726,3.306720430107527,10.778033794162827,4.868279569892473
1,Alabama,2018-02,0.48363302249313184,1.914978250915751,10.904761904761905,2.8138736263736264
1,Alabama,2018-03,1.1902397369431643,3.7284466205837177,10.345622119815669,5.593125960061444
1,Alabama,2018-04,1.0587761027777778,3.236666666666667,10.890277777777778,4.95
1,Alabama,2018-05,0.7140987782258065,2.452016129032258,9.3252688172043,3.7096774193548385
1,Alabama,2018-06,0.6477811348412283,2.3708113462208287,9.361262045744805,3.6638293858121447
1,Alabama,2018-07,0.7148160177315964,2.73012451258419,10.585164835164836,4.228701406120761
1,Alabama,2018-08,0.5750238888440861,1.757741935483871,9.661962365591398,2.371505376344086
1,Alabama,2018-09,0.6487541361111111,2.2759027777777776,8.777777777777777,3.2944444444444447
1,Alabama,2018-10,0.9683716129032258,3.064583333333333,9.958333333333332,4.602150537634409
1,Alabama,2018-11,0.7997620631944444,2.0836111111111113,10.244444444444444,2.8916666666666666
1,Alabama,2018-12,0.8846528221599499,3.0332144334160462,10.046208750463478,4.557952568380823
1,Alabama,2019-01,1.2023915342741938,3.854838709677419,10.20967741935484,5.975806451612903
1,Alabama,2019-02,0.9982314581043956,2.549044184981685,10.822458791208792,3.4864926739926743
1,Alabama,2019-03,1.5263116370967742,3.240725806451613,11.057795698924732,4.82258064516129
1,Alabama,2019-04,1.4090084604166666,3.1822916666666665,9.638194444444444,4.831944444444445
1,Alabama,2019-05,1.0329262607526881,2.550739247311828,8.213037634408602,3.6666666666666665
1,Alabama,2019-06,0.9721217866060026,2.4279517879948913,9.102777777777778,3.5790389527458495
1,Alabama,2019-07,0.8080071258064516,2.5940994623655915,9.526612903225807,3.9274193548387095
1,Alabama,2019-08,0.8896997202956989,2.9008602150537635,9.146370967741936,4.172043010752688
1,Alabama,2019-09,1.1035581965277776,4.2503472222222225,9.914930555555555,6.697222222222223
1,Alabama,2019-10,0.6884426489154616,2.1237161661104933,10.357944011865035,3.1623099740452356
1,Alabama,2019-11,0.5576315597222222,2.03125,10.988888888888889,2.9972222222222222
1,Alabama,2019-12,0.8430135188172044,2.590188172043011,10.5752688172043,3.235215053763441
1,Alabama,2020-01,0.734694564516129,2.1586693548387097,10.413306451612904,2.967741935483871
1,Alabama,2020-02,0.4393175294827586,1.1351551724137932,10.587413793103448,1.2972413793103448
1,Alabama,2020-03,1.1517307983124252,2.2670101553166067,10.581018518518519,3.015531660692951
1,Alabama,2020-04,0.9318065270833333,2.570208333333333,9.820833333333333,3.5625
1,Alabama,2020-05,0.9182764043010753,1.8375403225806453,9.52002688172043,2.3260752688172044
1,Alabama,2020-06,0.7215649573173235,2.0579361658456485,8.95318144499179,2.892508210180624
1,Alabama,2020-07,0.49737043506674083,1.0301654616240266,8.435205784204673,1.167269187986652
1,Alabama,2020-08,0.3419983807795699,1.0330913978494625,9.06505376344086,1.1903225806451614
1,Alabama,2020-09,0.5951289190866175,1.98902052545156,10.138296387520526,2.767902298850575
1,Alabama,2020-10,0.9387370826612902,2.7157258064516134,10.032258064516128,3.971774193548387
1,Alabama,2020-11,1.0657622625,2.7714583333333334,10.139583333333334,4.0375
1,Alabama,2020-12,0.31851463000556174,0.9455088987764182,10.807703003337041,0.9416017797552837
1,Alabama,2021-01,0.24097532056451615,1.1306451612903226,10.578629032258064,1.5161290322580645
1,Alabama,2021-02,0.3254954575892857,1.339955357142857,10.348214285714286,1.7901785714285714
1,Alabama,2021-03,0.4749159060099847,2.0975998463901693,9.66205837173579,3.275345622119816
1,Alabama,2021-04,0.58454417875,1.5391666666666668,10.092916666666667,1.8958333333333333
1,Alabama,2021-05,1.2885485201612903,3.8937499999999994,10.127016129032258,6.237903225806452
1,Alabama,2021-06,0.6047382291666666,1.3410416666666667,8.6625,1.6208333333333333
1,Alabama,2021-07,0.4727175625,1.0278225806451613,7.856854838709678,1.125
1,Alabama,2021-08,0.7079936448732719,2.3005328341013827,9.419498847926267,3.4642857142857144
1,Alabama,2021-09,0.570981325,1.8991666666666667,9.420833333333334,2.5625
1,Alabama,2021-10,0.49051144686059905,1.4210685483870968,8.276641705069125,1.8672235023041475
1,Alabama,2021-11,0.5710792375,2.4091666666666667,9.429166666666667,3.620833333333333
1,Alabama,2021-12,0.36098206712962966,0.9180032855436081,9.708856033452808,0.9165173237753883
1,Alabama,2022-01,0.5717456612903226,1.5336693548387097,10.836693548387098,1.846774193548387
1,Alabama,2022-02,0.7172318071263227,1.7989996693121693,10.391865079365079,2.298611111111111
1,Alabama,2022-03,0.9037598306451613,1.8276209677419355,10.848790322580646,2.399193548387097
1,Alabama,2022-04,0.47995305208333333,1.9102083333333333,8.875,2.841666666666667
1,Alabama,2022-05,0.6117320564516129,1.858266129032258,9.431451612903226,2.560483870967742
1,Alabama,2022-06,0.8760593008141763,2.2741355363984677,9.963625478927202,3.241522988505747
1,Alabama,2022-07,0.8964648669354839,1.5893145161290323,8.721774193548388,2.1290322580645165
1,Alabama,2022-08,0.5934791599462366,1.3354301075268817,8.42029569892473,1.760483870967742
1,Alabama,2022-09,0.6526510764880953,2.808154761904762,8.986011904761906,4.3125
1,Alabama,2022-10,0.6989655581690561,2.2219086021505374,9.095803464755077,3.3416965352449224
1,Alabama,2022-11,0.7612833237179487,2.4286378205128205,9.690224358974358,3.657692307692308
1,Alabama,2022-12,0.535553377016129,1.2423387096774192,9.38508064516129,1.4193548387096773
