year,month,state,vmt
2009,4,Colorado,4095.0
2009,4,Hawaii,796.0
2009,4,Idaho,1221.0
2009,4,Montana,778.0
2009,4,Nevada,1737.0
2009,4,New Mexico,2129.0
2009,4,Oregon,2708.0
2009,4,Utah,2211.0
2009,4,Washington,4720.0
2009,4,Wyoming,708.0
2009,8,Connecticut,2788.0
2009,8,Maine,1307.0
2009,8,Massachusetts,4731.0
2009,8,New Hampshire,1246.0
2009,8,New Jersey,6129.0
2009,8,New York,12244.0
2009,8,Pennsylvania,9727.0
2009,8,Rhode Island,889.0
2009,8,Vermont,730.0
2009,8,Delaware,913.0
2009,8,District of Columbia,339.0
2009,8,Florida,16328.0
2009,8,Georgia,8754.0
2009,8,Maryland,5150.0
2009,8,North Carolina,8764.0
2009,8,South Carolina,4202.0
2009,8,Virginia,7150.0
2009,8,West Virginia,1805.0
2009,8,Illinois,8935.0
2009,8,Indiana,5666.0
2009,8,Iowa,2744.0
2009,8,Kansas,2584.0
2009,8,Michigan,8486.0
2009,8,Minnesota,4971.0
2009,8,Missouri,6263.0
2009,8,Nebraska,1805.0
2009,8,North Dakota,781.0
2009,8,Ohio,9181.0
2009,8,South Dakota,887.0
2009,8,Wisconsin,5349.0
2009,8,Alabama,5241.0
2009,8,Arkansas,2916.0
2009,8,Kentucky,4083.0
2009,8,Louisiana,4344.0
2009,8,Mississippi,3534.0
2009,8,Oklahoma,4450.0
2009,8,Tennessee,5814.0
2009,8,Texas,20706.0
2009,8,Alaska,484.0
2009,8,Arizona,4376.0
2009,8,California,28351.0
2009,8,Colorado,4399.0
2009,8,Hawaii,799.0
2009,8,Idaho,1445.0
2009,8,Montana,1247.0
2009,8,Nevada,1750.0
2009,8,New Mexico,2241.0
2009,8,Oregon,3263.0
2009,8,Utah,2425.0
2009,8,Washington,5380.0
2009,8,Wyoming,912.0
2009,12,Connecticut,2587.0
2009,12,Maine,1146.0
2009,12,Massachusetts,4659.0
2009,12,New Hampshire,1049.0
2009,12,New Jersey,6282.0
2009,12,New York,11009.0
2009,12,Pennsylvania,9655.0
2009,12,Rhode Island,668.0
2009,12,Vermont,557.0
2009,12,Delaware,681.0
2009,12,District of Columbia,282.0
2009,12,Florida,16267.0
2009,12,Georgia,8948.0
2009,12,Maryland,4142.0
2009,12,North Carolina,7820.0
2009,12,South Carolina,3816.0
2009,12,Virginia,6213.0
2009,12,West Virginia,1602.0
2009,12,Illinois,7779.0
2009,12,Indiana,5693.0
2009,12,Iowa,2229.0
2009,12,Kansas,2456.0
2009,12,Michigan,8038.0
2009,12,Minnesota,4317.0
2009,12,Missouri,5615.0
2009,12,Nebraska,1405.0
2009,12,North Dakota,648.0
2009,12,Ohio,8785.0
2009,12,South Dakota,664.0
2009,12,Wisconsin,4334.0
2009,12,Alabama,4632.0
2009,12,Arkansas,2788.0
2009,12,Kentucky,3786.0
2009,12,Louisiana,3459.0
2009,12,Mississippi,3071.0
2009,12,Oklahoma,3465.0
2009,12,Tennessee,5621.0
2009,12,Texas,18722.0
2009,12,Alaska,372.0
2009,12,Arizona,5273.0
2009,12,California,28283.0
2009,12,Colorado,3674.0
2009,12,Hawaii,835.0
2009,12,Idaho,1098.0
2009,12,Montana,803.0
2009,12,Nevada,1698.0
2009,12,New Mexico,2167.0
2009,12,Oregon,2547.0
2009,12,Utah,1923.0
2009,12,Washington,4219.0
2009,12,Wyoming,693.0
2009,2,Connecticut,2258.0
2009,2,Maine,1072.0
2009,2,Massachusetts,4246.0
2009,2,New Hampshire,963.0
2009,2,New Jersey,5265.0
2009,2,New York,9834.0
2009,2,Pennsylvania,7477.0
2009,2,Rhode Island,563.0
2009,2,Vermont,572.0
2009,2,Delaware,639.0
2009,2,District of Columbia,306.0
2009,2,Florida,15092.0
2009,2,Georgia,8337.0
2009,2,Maryland,3877.0
2009,2,North Carolina,7510.0
2009,2,South Carolina,3752.0
2009,2,Virginia,5771.0
2009,2,West Virginia,1144.0
2009,2,Illinois,7741.0
2009,2,Indiana,4942.0
2009,2,Iowa,2125.0
2009,2,Kansas,2269.0
2009,2,Michigan,7358.0
2009,2,Minnesota,3828.0
2009,2,Missouri,4716.0
2009,2,Nebraska,1339.0
2009,2,North Dakota,510.0
2009,2,Ohio,7912.0
2009,2,South Dakota,597.0
2009,2,Wisconsin,4108.0
2009,2,Alabama,4463.0
2009,2,Arkansas,2467.0
2009,2,Kentucky,3315.0
2009,2,Louisiana,3415.0
2009,2,Mississippi,3172.0
2009,2,Oklahoma,3624.0
2009,2,Tennessee,4983.0
2009,2,Texas,18953.0
2009,2,Alaska,322.0
2009,2,Arizona,4946.0
2009,2,California,21805.0
2009,2,Colorado,3634.0
2009,2,Hawaii,707.0
2009,2,Idaho,1063.0
2009,2,Montana,668.0
2009,2,Nevada,1450.0
2009,2,New Mexico,2002.0
2009,2,Oregon,2332.0
2009,2,Utah,1795.0
2009,2,Washington,3917.0
2009,2,Wyoming,613.0
2009,1,Connecticut,2322.0
2009,1,Maine,1098.0
2009,1,Massachusetts,4459.0
2009,1,New Hampshire,970.0
2009,1,New Jersey,5210.0
2009,1,New York,9960.0
2009,1,Pennsylvania,7398.0
2009,1,Rhode Island,437.0
2009,1,Vermont,633.0
2009,1,Delaware,679.0
2009,1,District of Columbia,281.0
2009,1,Florida,16430.0
2009,1,Georgia,8875.0
2009,1,Maryland,4012.0
2009,1,North Carolina,7907.0
2009,1,South Carolina,3823.0
2009,1,Virginia,5975.0
2009,1,West Virginia,1346.0
2009,1,Illinois,7252.0
2009,1,Indiana,5226.0
2009,1,Iowa,2151.0
2009,1,Kansas,2200.0
2009,1,Michigan,8013.0
2009,1,Minnesota,4018.0
2009,1,Missouri,5056.0
2009,1,Nebraska,1364.0
2009,1,North Dakota,550.0
2009,1,Ohio,7891.0
2009,1,South Dakota,600.0
2009,1,Wisconsin,4111.0
2009,1,Alabama,4553.0
2009,1,Arkansas,2805.0
2009,1,Kentucky,3266.0
2009,1,Louisiana,3665.0
2009,1,Mississippi,3249.0
2009,1,Oklahoma,3616.0
2009,1,Tennessee,5313.0
2009,1,Texas,19314.0
2009,1,Alaska,323.0
2009,1,Arizona,4976.0
2009,1,California,21853.0
2009,1,Colorado,3997.0
2009,1,Hawaii,822.0
2009,1,Idaho,1075.0
2009,1,Montana,638.0
2009,1,Nevada,1599.0
2009,1,New Mexico,2194.0
2009,1,Oregon,2463.0
2009,1,Utah,1924.0
2009,1,Washington,3917.0
2009,1,Wyoming,637.0
2009,7,Connecticut,2828.0
2009,7,Maine,1341.0
2009,7,Massachusetts,5018.0
2009,7,New Hampshire,1232.0
2009,7,New Jersey,6281.0
2009,7,New York,11950.0
2009,7,Pennsylvania,9865.0
2009,7,Rhode Island,834.0
2009,7,Vermont,750.0
2009,7,Delaware,945.0
2009,7,District of Columbia,244.0
2009,7,Florida,16592.0
2009,7,Georgia,9129.0
2009,7,Maryland,4966.0
2009,7,North Carolina,8942.0
2009,7,South Carolina,4435.0
2009,7,Virginia,7306.0
2009,7,West Virginia,1799.0
2009,7,Illinois,9269.0
2009,7,Indiana,6292.0
2009,7,Iowa,2818.0
2009,7,Kansas,2663.0
2009,7,Michigan,8777.0
2009,7,Minnesota,4811.0
2009,7,Missouri,6359.0
2009,7,Nebraska,1849.0
2009,7,North Dakota,853.0
2009,7,Ohio,9728.0
2009,7,South Dakota,959.0
2009,7,Wisconsin,5489.0
2009,7,Alabama,5186.0
2009,7,Arkansas,3044.0
2009,7,Kentucky,4169.0
2009,7,Louisiana,4141.0
2009,7,Mississippi,3869.0
2009,7,Oklahoma,4393.0
2009,7,Tennessee,6235.0
2009,7,Texas,20643.0
2009,7,Alaska,501.0
2009,7,Arizona,5008.0
2009,7,California,28126.0
2009,7,Colorado,4038.0
2009,7,Hawaii,843.0
2009,7,Idaho,1477.0
2009,7,Montana,1297.0
2009,7,Nevada,1783.0
2009,7,New Mexico,2412.0
2009,7,Oregon,3267.0
2009,7,Utah,2355.0
2009,7,Washington,5384.0
2009,7,Wyoming,949.0
2009,6,Connecticut,2678.0
2009,6,Maine,1300.0
2009,6,Massachusetts,4687.0
2009,6,New Hampshire,1150.0
2009,6,New Jersey,6358.0
2009,6,New York,11505.0
2009,6,Pennsylvania,9326.0
2009,6,Rhode Island,753.0
2009,6,Vermont,628.0
2009,6,Delaware,885.0
2009,6,District of Columbia,343.0
2009,6,Florida,16279.0
2009,6,Georgia,8823.0
2009,6,Maryland,4968.0
2009,6,North Carolina,8719.0
2009,6,South Carolina,4250.0
2009,6,Virginia,6960.0
2009,6,West Virginia,1813.0
2009,6,Illinois,10077.0
2009,6,Indiana,6058.0
2009,6,Iowa,2775.0
2009,6,Kansas,2519.0
2009,6,Michigan,8686.0
2009,6,Minnesota,4956.0
2009,6,Missouri,5980.0
2009,6,Nebraska,1744.0
2009,6,North Dakota,756.0
2009,6,Ohio,9360.0
2009,6,South Dakota,870.0
2009,6,Wisconsin,5188.0
2009,6,Alabama,5167.0
2009,6,Arkansas,2908.0
2009,6,Kentucky,4100.0
2009,6,Louisiana,4084.0
2009,6,Mississippi,3732.0
2009,6,Oklahoma,4013.0
2009,6,Tennessee,5904.0
2009,6,Texas,20033.0
2009,6,Alaska,473.0
2009,6,Arizona,5759.0
2009,6,California,28235.0
2009,6,Colorado,3790.0
2009,6,Hawaii,818.0
2009,6,Idaho,1343.0
2009,6,Montana,1076.0
2009,6,Nevada,1683.0
2009,6,New Mexico,2138.0
2009,6,Oregon,3003.0
2009,6,Utah,2129.0
2009,6,Washington,5052.0
2009,6,Wyoming,852.0
2009,3,Connecticut,2409.0
2009,3,Maine,1222.0
2009,3,Massachusetts,4551.0
2009,3,New Hampshire,1085.0
2009,3,New Jersey,6378.0
2009,3,New York,11353.0
2009,3,Pennsylvania,8636.0
2009,3,Rhode Island,645.0
2009,3,Vermont,577.0
2009,3,Delaware,737.0
2009,3,District of Columbia,321.0
2009,3,Florida,17223.0
2009,3,Georgia,9271.0
2009,3,Maryland,4534.0
2009,3,North Carolina,8373.0
2009,3,South Carolina,4123.0
2009,3,Virginia,6324.0
2009,3,West Virginia,1791.0
2009,3,Illinois,8053.0
2009,3,Indiana,5623.0
2009,3,Iowa,2457.0
2009,3,Kansas,2286.0
2009,3,Michigan,8400.0
2009,3,Minnesota,4375.0
2009,3,Missouri,5308.0
2009,3,Nebraska,1572.0
2009,3,North Dakota,619.0
2009,3,Ohio,8949.0
2009,3,South Dakota,682.0
2009,3,Wisconsin,4845.0
2009,3,Alabama,5003.0
2009,3,Arkansas,2737.0
2009,3,Kentucky,3860.0
2009,3,Louisiana,3878.0
2009,3,Mississippi,3658.0
2009,3,Oklahoma,4033.0
2009,3,Tennessee,5690.0
2009,3,Texas,21099.0
2009,3,Alaska,380.0
2009,3,Arizona,5256.0
2009,3,California,26093.0
2009,3,Colorado,4304.0
2009,3,Hawaii,793.0
2009,3,Idaho,1179.0
2009,3,Montana,727.0
2009,3,Nevada,1772.0
2009,3,New Mexico,2113.0
2009,3,Oregon,2696.0
2009,3,Utah,2189.0
2009,3,Washington,4244.0
2009,3,Wyoming,664.0
2009,5,Connecticut,2784.0
2009,5,Maine,1276.0
2009,5,Massachusetts,4583.0
2009,5,New Hampshire,1072.0
2009,5,New Jersey,6262.0
2009,5,New York,11917.0
2009,5,Pennsylvania,9226.0
2009,5,Rhode Island,770.0
2009,5,Vermont,649.0
2009,5,Delaware,795.0
2009,5,District of Columbia,328.0
2009,5,Florida,16388.0
2009,5,Georgia,9499.0
2009,5,Maryland,4969.0
2009,5,North Carolina,8750.0
2009,5,South Carolina,4316.0
2009,5,Virginia,7041.0
2009,5,West Virginia,1806.0
2009,5,Illinois,9278.0
2009,5,Indiana,6062.0
2009,5,Iowa,2818.0
2009,5,Kansas,2514.0
2009,5,Michigan,8754.0
2009,5,Minnesota,4975.0
2009,5,Missouri,6109.0
2009,5,Nebraska,1762.0
2009,5,North Dakota,726.0
2009,5,Ohio,9351.0
2009,5,South Dakota,810.0
2009,5,Wisconsin,5271.0
2009,5,Alabama,5197.0
2009,5,Arkansas,2810.0
2009,5,Kentucky,4154.0
2009,5,Louisiana,3861.0
2009,5,Mississippi,3789.0
2009,5,Oklahoma,4328.0
2009,5,Tennessee,5674.0
2009,5,Texas,20753.0
2009,5,Alaska,499.0
2009,5,Arizona,5551.0
2009,5,California,27588.0
2009,5,Colorado,4012.0
2009,5,Hawaii,623.0
2009,5,Idaho,1328.0
2009,5,Montana,932.0
2009,5,Nevada,1931.0
2009,5,New Mexico,2276.0
2009,5,Oregon,3007.0
2009,5,Utah,2163.0
2009,5,Washington,5171.0
2009,5,Wyoming,802.0
2009,11,Connecticut,2580.0
2009,11,Maine,1117.0
2009,11,Massachusetts,4317.0
2009,11,New Hampshire,981.0
2009,11,New Jersey,6268.0
2009,11,New York,10295.0
2009,11,Pennsylvania,8521.0
2009,11,Rhode Island,598.0
2009,11,Vermont,518.0
2009,11,Delaware,702.0
2009,11,District of Columbia,286.0
2009,11,Florida,15727.0
2009,11,Georgia,8256.0
2009,11,Maryland,4467.0
2009,11,North Carolina,7774.0
2009,11,South Carolina,3758.0
2009,11,Virginia,6364.0
2009,11,West Virginia,1616.0
2009,11,Illinois,7714.0
2009,11,Indiana,5427.0
2009,11,Iowa,2479.0
2009,11,Kansas,2475.0
2009,11,Michigan,7558.0
2009,11,Minnesota,4607.0
2009,11,Missouri,5395.0
2009,11,Nebraska,1610.0
2009,11,North Dakota,648.0
2009,11,Ohio,8923.0
2009,11,South Dakota,702.0
2009,11,Wisconsin,4566.0
2009,11,Alabama,4565.0
2009,11,Arkansas,2527.0
2009,11,Kentucky,3841.0
2009,11,Louisiana,3822.0
2009,11,Mississippi,3383.0
2009,11,Oklahoma,3930.0
2009,11,Tennessee,5143.0
2009,11,Texas,19367.0
2009,11,Alaska,364.0
2009,11,Arizona,4616.0
2009,11,California,29068.0
2009,11,Colorado,3565.0
2009,11,Hawaii,786.0
2009,11,Idaho,1163.0
2009,11,Montana,872.0
2009,11,Nevada,1650.0
2009,11,New Mexico,2039.0
2009,11,Oregon,2522.0
2009,11,Utah,1958.0
2009,11,Washington,4225.0
2009,11,Wyoming,705.0
2009,10,Connecticut,2778.0
2009,10,Maine,1237.0
2009,10,Massachusetts,4722.0
2009,10,New Hampshire,1129.0
2009,10,New Jersey,6422.0
2009,10,New York,11145.0
2009,10,Pennsylvania,9350.0
2009,10,Rhode Island,602.0
2009,10,Vermont,629.0
2009,10,Delaware,787.0
2009,10,District of Columbia,321.0
2009,10,Florida,16425.0
2009,10,Georgia,9211.0
2009,10,Maryland,4889.0
2009,10,North Carolina,8827.0
2009,10,South Carolina,3983.0
2009,10,Virginia,6907.0
2009,10,West Virginia,1790.0
2009,10,Illinois,9154.0
2009,10,Indiana,6174.0
2009,10,Iowa,2743.0
2009,10,Kansas,2468.0
2009,10,Michigan,8293.0
2009,10,Minnesota,4774.0
2009,10,Missouri,5559.0
2009,10,Nebraska,1701.0
2009,10,North Dakota,758.0
2009,10,Ohio,9241.0
2009,10,South Dakota,731.0
2009,10,Wisconsin,4872.0
2009,10,Alabama,4699.0
2009,10,Arkansas,2662.0
2009,10,Kentucky,4091.0
2009,10,Louisiana,3864.0
2009,10,Mississippi,3378.0
2009,10,Oklahoma,3925.0
2009,10,Tennessee,5591.0
2009,10,Texas,20439.0
2009,10,Alaska,450.0
2009,10,Arizona,4878.0
2009,10,California,27352.0
2009,10,Colorado,4021.0
2009,10,Hawaii,1116.0
2009,10,Idaho,1286.0
2009,10,Montana,898.0
2009,10,Nevada,1739.0
2009,10,New Mexico,2348.0
2009,10,Oregon,2799.0
2009,10,Utah,2139.0
2009,10,Washington,4694.0
2009,10,Wyoming,795.0
2009,9,Connecticut,2623.0
2009,9,Maine,1208.0
2009,9,Massachusetts,4365.0
2009,9,New Hampshire,1099.0
2009,9,New Jersey,6549.0
2009,9,New York,11393.0
2009,9,Pennsylvania,9072.0
2009,9,Rhode Island,1093.0
2009,9,Vermont,624.0
2009,9,Delaware,839.0
2009,9,District of Columbia,303.0
2009,9,Florida,15469.0
2009,9,Georgia,8214.0
2009,9,Maryland,4367.0
2009,9,North Carolina,8223.0
2009,9,South Carolina,3956.0
2009,9,Virginia,6671.0
2009,9,West Virginia,1801.0
2009,9,Illinois,8475.0
2009,9,Indiana,5657.0
2009,9,Iowa,2704.0
2009,9,Kansas,2419.0
2009,9,Michigan,8107.0
2009,9,Minnesota,4702.0
2009,9,Missouri,6249.0
2009,9,Nebraska,1681.0
2009,9,North Dakota,683.0
2009,9,Ohio,8953.0
2009,9,South Dakota,775.0
2009,9,Wisconsin,4907.0
2009,9,Alabama,4623.0
2009,9,Arkansas,2510.0
2009,9,Kentucky,3791.0
2009,9,Louisiana,3512.0
2009,9,Mississippi,3373.0
2009,9,Oklahoma,4065.0
2009,9,Tennessee,5490.0
2009,9,Texas,19730.0
2009,9,Alaska,429.0
2009,9,Arizona,4425.0
2009,9,California,23493.0
2009,9,Colorado,4053.0
2009,9,Hawaii,1024.0
2009,9,Idaho,1316.0
2009,9,Montana,1009.0
2009,9,Nevada,1690.0
2009,9,New Mexico,2092.0
2009,9,Oregon,2907.0
2009,9,Utah,2157.0
2009,9,Washington,5013.0
2009,9,Wyoming,831.0
2010,4,Connecticut,2569.0
2010,4,Maine,1210.0
2010,4,Massachusetts,4239.0
2010,4,New Hampshire,1110.0
2010,4,New Jersey,6376.0
2010,4,New York,11294.0
2010,4,Pennsylvania,9097.0
2010,4,Rhode Island,667.0
2010,4,Vermont,539.0
2010,4,Delaware,789.0
2010,4,District of Columbia,301.0
2010,4,Florida,16911.0
2010,4,Georgia,9716.0
2010,4,Maryland,4746.0
2010,4,North Carolina,8760.0
2010,4,South Carolina,4389.0
2010,4,Virginia,7154.0
2010,4,West Virginia,1798.0
2010,4,Illinois,8837.0
2010,4,Indiana,6413.0
2010,4,Iowa,2723.0
2010,4,Kansas,2624.0
2010,4,Michigan,8475.0
2010,4,Minnesota,4853.0
2010,4,Missouri,5812.0
2010,4,Nebraska,1684.0
2010,4,North Dakota,727.0
2010,4,Ohio,9109.0
2010,4,South Dakota,756.0
2010,4,Wisconsin,5031.0
2010,4,Alabama,5288.0
2010,4,Arkansas,2723.0
2010,4,Kentucky,4231.0
2010,4,Louisiana,3829.0
2010,4,Mississippi,4071.0
2010,4,Oklahoma,4159.0
2010,4,Tennessee,6084.0
2010,4,Texas,20333.0
2010,4,Alaska,443.0
2010,4,Arizona,5491.0
2010,4,California,28944.0
2010,4,Colorado,4276.0
2010,4,Hawaii,818.0
2010,4,Idaho,1262.0
2010,4,Montana,812.0
2010,4,Nevada,1690.0
2010,4,New Mexico,2153.0
2010,4,Oregon,2717.0
2010,4,Utah,2253.0
2010,4,Washington,4908.0
2010,4,Wyoming,747.0
2010,8,Connecticut,2901.0
2010,8,Maine,1326.0
2010,8,Massachusetts,4855.0
2010,8,New Hampshire,1265.0
2010,8,New Jersey,6277.0
2010,8,New York,12449.0
2010,8,Pennsylvania,10049.0
2010,8,Rhode Island,864.0
2010,8,Vermont,728.0
2010,8,Delaware,889.0
2010,8,District of Columbia,357.0
2010,8,Florida,16479.0
2010,8,Georgia,8929.0
2010,8,Maryland,5244.0
2010,8,North Carolina,9023.0
2010,8,South Carolina,4320.0
2010,8,Virginia,7468.0
2010,8,West Virginia,1830.0
2010,8,Illinois,9303.0
2010,8,Indiana,6121.0
2010,8,Iowa,2828.0
2010,8,Kansas,2687.0
2010,8,Michigan,9043.0
2010,8,Minnesota,5237.0
2010,8,Missouri,6412.0
2010,8,Nebraska,1900.0
2010,8,North Dakota,828.0
2010,8,Ohio,9558.0
2010,8,South Dakota,946.0
2010,8,Wisconsin,5514.0
2010,8,Alabama,5434.0
2010,8,Arkansas,3080.0
2010,8,Kentucky,4200.0
2010,8,Louisiana,4221.0
2010,8,Mississippi,3762.0
2010,8,Oklahoma,4602.0
2010,8,Tennessee,6145.0
2010,8,Texas,21030.0
2010,8,Alaska,486.0
2010,8,Arizona,4479.0
2010,8,California,29755.0
2010,8,Colorado,4499.0
2010,8,Hawaii,835.0
2010,8,Idaho,1511.0
2010,8,Montana,1296.0
2010,8,Nevada,1720.0
2010,8,New Mexico,2317.0
2010,8,Oregon,3386.0
2010,8,Utah,2506.0
2010,8,Washington,5569.0
2010,8,Wyoming,958.0
2010,12,Connecticut,2606.0
2010,12,Maine,1139.0
2010,12,Massachusetts,4731.0
2010,12,New Hampshire,1070.0
2010,12,New Jersey,6352.0
2010,12,New York,11142.0
2010,12,Pennsylvania,9672.0
2010,12,Rhode Island,644.0
2010,12,Vermont,558.0
2010,12,Delaware,689.0
2010,12,District of Columbia,305.0
2010,12,Florida,16408.0
2010,12,Georgia,8952.0
2010,12,Maryland,4313.0
2010,12,North Carolina,7788.0
2010,12,South Carolina,3873.0
2010,12,Virginia,6436.0
2010,12,West Virginia,1609.0
2010,12,Illinois,8084.0
2010,12,Indiana,5890.0
2010,12,Iowa,2359.0
2010,12,Kansas,2625.0
2010,12,Michigan,8197.0
2010,12,Minnesota,4490.0
2010,12,Missouri,5700.0
2010,12,Nebraska,1564.0
2010,12,North Dakota,663.0
2010,12,Ohio,8612.0
2010,12,South Dakota,728.0
2010,12,Wisconsin,4507.0
2010,12,Alabama,4731.0
2010,12,Arkansas,2898.0
2010,12,Kentucky,3954.0
2010,12,Louisiana,3419.0
2010,12,Mississippi,3224.0
2010,12,Oklahoma,3515.0
2010,12,Tennessee,5758.0
2010,12,Texas,19108.0
2010,12,Alaska,365.0
2010,12,Arizona,5454.0
2010,12,California,28940.0
2010,12,Colorado,3938.0
2010,12,Hawaii,851.0
2010,12,Idaho,1124.0
2010,12,Montana,819.0
2010,12,Nevada,1710.0
2010,12,New Mexico,2248.0
2010,12,Oregon,2633.0
2010,12,Utah,1994.0
2010,12,Washington,4267.0
2010,12,Wyoming,746.0
2010,2,Connecticut,2221.0
2010,2,Maine,1104.0
2010,2,Massachusetts,4258.0
2010,2,New Hampshire,956.0
2010,2,New Jersey,4933.0
2010,2,New York,9417.0
2010,2,Pennsylvania,6686.0
2010,2,Rhode Island,554.0
2010,2,Vermont,563.0
2010,2,Delaware,553.0
2010,2,District of Columbia,289.0
2010,2,Florida,15095.0
2010,2,Georgia,8165.0
2010,2,Maryland,3241.0
2010,2,North Carolina,7278.0
2010,2,South Carolina,3748.0
2010,2,Virginia,5391.0
2010,2,West Virginia,1226.0
2010,2,Illinois,7629.0
2010,2,Indiana,4892.0
2010,2,Iowa,2047.0
2010,2,Kansas,2226.0
2010,2,Michigan,7421.0
2010,2,Minnesota,4001.0
2010,2,Missouri,4587.0
2010,2,Nebraska,1340.0
2010,2,North Dakota,550.0
2010,2,Ohio,7239.0
2010,2,South Dakota,602.0
2010,2,Wisconsin,4149.0
2010,2,Alabama,4357.0
2010,2,Arkansas,2464.0
2010,2,Kentucky,3132.0
2010,2,Louisiana,3292.0
2010,2,Mississippi,3306.0
2010,2,Oklahoma,3470.0
2010,2,Tennessee,5091.0
2010,2,Texas,18490.0
2010,2,Alaska,329.0
2010,2,Arizona,5158.0
2010,2,California,23161.0
2010,2,Colorado,3487.0
2010,2,Hawaii,650.0
2010,2,Idaho,1106.0
2010,2,Montana,673.0
2010,2,Nevada,1414.0
2010,2,New Mexico,1961.0
2010,2,Oregon,2440.0
2010,2,Utah,1829.0
2010,2,Washington,4098.0
2010,2,Wyoming,628.0
2010,1,Connecticut,2446.0
2010,1,Maine,1101.0
2010,1,Massachusetts,4633.0
2010,1,New Hampshire,984.0
2010,1,New Jersey,5121.0
2010,1,New York,10137.0
2010,1,Pennsylvania,7370.0
2010,1,Rhode Island,439.0
2010,1,Vermont,671.0
2010,1,Delaware,660.0
2010,1,District of Columbia,299.0
2010,1,Florida,16227.0
2010,1,Georgia,8483.0
2010,1,Maryland,4049.0
2010,1,North Carolina,7719.0
2010,1,South Carolina,3789.0
2010,1,Virginia,6060.0
2010,1,West Virginia,1436.0
2010,1,Illinois,7434.0
2010,1,Indiana,5718.0
2010,1,Iowa,2090.0
2010,1,Kansas,2149.0
2010,1,Michigan,8376.0
2010,1,Minnesota,4182.0
2010,1,Missouri,4946.0
2010,1,Nebraska,1347.0
2010,1,North Dakota,544.0
2010,1,Ohio,8275.0
2010,1,South Dakota,593.0
2010,1,Wisconsin,4288.0
2010,1,Alabama,4433.0
2010,1,Arkansas,2739.0
2010,1,Kentucky,3509.0
2010,1,Louisiana,3640.0
2010,1,Mississippi,3435.0
2010,1,Oklahoma,3381.0
2010,1,Tennessee,5239.0
2010,1,Texas,18668.0
2010,1,Alaska,338.0
2010,1,Arizona,4672.0
2010,1,California,21961.0
2010,1,Colorado,3944.0
2010,1,Hawaii,793.0
2010,1,Idaho,1111.0
2010,1,Montana,649.0
2010,1,Nevada,1511.0
2010,1,New Mexico,2132.0
2010,1,Oregon,2457.0
2010,1,Utah,1926.0
2010,1,Washington,4042.0
2010,1,Wyoming,661.0
2010,7,Connecticut,2925.0
2010,7,Maine,1394.0
2010,7,Massachusetts,5124.0
2010,7,New Hampshire,1257.0
2010,7,New Jersey,6267.0
2010,7,New York,12064.0
2010,7,Pennsylvania,9940.0
2010,7,Rhode Island,815.0
2010,7,Vermont,751.0
2010,7,Delaware,924.0
2010,7,District of Columbia,242.0
2010,7,Florida,16671.0
2010,7,Georgia,9281.0
2010,7,Maryland,5011.0
2010,7,North Carolina,9237.0
2010,7,South Carolina,4569.0
2010,7,Virginia,7576.0
2010,7,West Virginia,1934.0
2010,7,Illinois,9619.0
2010,7,Indiana,6687.0
2010,7,Iowa,2903.0
2010,7,Kansas,2793.0
2010,7,Michigan,9195.0
2010,7,Minnesota,5096.0
2010,7,Missouri,6480.0
2010,7,Nebraska,1904.0
2010,7,North Dakota,884.0
2010,7,Ohio,9999.0
2010,7,South Dakota,1016.0
2010,7,Wisconsin,5525.0
2010,7,Alabama,5389.0
2010,7,Arkansas,3226.0
2010,7,Kentucky,4373.0
2010,7,Louisiana,3928.0
2010,7,Mississippi,4165.0
2010,7,Oklahoma,4455.0
2010,7,Tennessee,6560.0
2010,7,Texas,20728.0
2010,7,Alaska,501.0
2010,7,Arizona,5044.0
2010,7,California,29041.0
2010,7,Colorado,4124.0
2010,7,Hawaii,877.0
2010,7,Idaho,1524.0
2010,7,Montana,1341.0
2010,7,Nevada,1770.0
2010,7,New Mexico,2447.0
2010,7,Oregon,3356.0
2010,7,Utah,2391.0
2010,7,Washington,5676.0
2010,7,Wyoming,994.0
2010,6,Connecticut,2789.0
2010,6,Maine,1316.0
2010,6,Massachusetts,4857.0
2010,6,New Hampshire,1179.0
2010,6,New Jersey,6525.0
2010,6,New York,11710.0
2010,6,Pennsylvania,9447.0
2010,6,Rhode Island,745.0
2010,6,Vermont,624.0
2010,6,Delaware,879.0
2010,6,District of Columbia,334.0
2010,6,Florida,16528.0
2010,6,Georgia,8967.0
2010,6,Maryland,5082.0
2010,6,North Carolina,8896.0
2010,6,South Carolina,4371.0
2010,6,Virginia,7294.0
2010,6,West Virginia,1923.0
2010,6,Illinois,10532.0
2010,6,Indiana,6472.0
2010,6,Iowa,2861.0
2010,6,Kansas,2639.0
2010,6,Michigan,9080.0
2010,6,Minnesota,5303.0
2010,6,Missouri,6168.0
2010,6,Nebraska,1824.0
2010,6,North Dakota,799.0
2010,6,Ohio,9607.0
2010,6,South Dakota,888.0
2010,6,Wisconsin,5229.0
2010,6,Alabama,5254.0
2010,6,Arkansas,3074.0
2010,6,Kentucky,4249.0
2010,6,Louisiana,3878.0
2010,6,Mississippi,3975.0
2010,6,Oklahoma,4109.0
2010,6,Tennessee,6214.0
2010,6,Texas,20240.0
2010,6,Alaska,471.0
2010,6,Arizona,5618.0
2010,6,California,29451.0
2010,6,Colorado,3929.0
